turns,victory_status,winner,time,white_rating,black_rating,opening_code
34,1,1,15,1500,1758,B50
32,0,1,15,1777,1736,C00
35,0,0,15,1710,1790,C40
42,1,1,15,1805,1680,C00
55,0,0,15,1641,1959,B01
43,1,0,15,1586,1654,C00
38,1,1,15,1457,1567,B20
39,0,0,10,2274,1350,C00
25,0,0,10,1748,1216,A10
61,1,0,10,1431,1235,B06
68,1,1,20,1500,1160,B00
49,1,0,10,1427,1165,B20
84,2,1,15,2106,2031,D01
75,1,0,60,1916,1887,A09
81,1,0,60,1874,2020,D02
57,0,0,20,1950,1835,A27
74,1,1,10,1687,1557,C55
51,0,0,10,1684,1394,C55
68,1,1,10,1687,1993,C50
38,1,1,10,1280,1685,B12
53,1,1,10,1680,1799,B30
113,2,0,10,1748,1689,B20
57,1,1,10,1700,1684,C46
54,1,1,10,1713,1658,C50
65,0,0,10,1699,1812,C01
25,1,1,10,1706,1839,C42
59,0,0,10,1718,1711,E20
45,1,0,10,1700,1714,C50
10,1,1,10,1651,1690,B20
49,1,0,10,1680,1661,B01
115,1,0,10,1673,1510,C50
45,1,0,10,1645,1686,E20
46,1,1,10,1573,1678,B20
62,1,1,10,1688,1716,D10
64,0,1,10,1699,1706,C55
36,1,1,10,1598,1703,B20
81,1,0,10,1692,1682,B57
46,0,1,10,1524,1686,B44
34,1,1,10,1753,1672,B20
113,0,0,10,1661,1653,C50
92,1,1,10,1364,1657,B21
53,1,0,10,1640,1881,D30
68,0,1,10,1624,1629,E20
100,2,1,10,1641,1619,B07
27,1,0,10,1767,1330,B29
15,0,0,10,2000,1331,B00
46,1,1,10,1331,2043,C00
60,0,1,10,1331,2209,A40
24,1,1,10,1332,2043,B40
67,2,0,10,1709,1334,B54
50,1,0,15,1309,1347,D00
24,1,1,10,1365,1751,C62
54,0,1,10,1517,1346,B20
8,1,1,10,1348,1756,C50
26,1,1,10,1351,1726,B28
21,1,0,10,2078,1351,B20
48,0,1,10,1352,2041,B40
109,2,0,8,1639,1656,B40
35,0,0,15,1641,1490,A00
63,0,0,15,1636,1260,A00
20,1,0,20,1625,1378,A00
19,1,0,30,1584,1500,C46
13,0,0,10,1122,1160,B00
41,0,0,10,1576,1548,C42
28,1,1,10,1558,1610,C21
112,1,1,10,1574,1678,C41
54,0,1,10,1693,1559,D12
82,0,1,10,1408,1584,C30
24,1,1,10,1595,1581,C45
66,1,1,10,1606,1637,C44
26,1,1,10,1650,1592,B07
106,0,1,8,1451,1585,D00
89,1,1,10,1604,1306,C40
45,1,1,15,1565,1594,B00
37,0,0,15,1584,1545,C47
78,2,1,10,1593,1654,C50
84,1,1,10,1810,1575,D40
115,0,0,10,1567,1473,C27
56,1,0,10,1976,1569,C30
64,1,1,15,1576,1719,B30
23,1,0,15,1494,1589,A21
67,1,0,30,1576,1635,B00
94,0,1,10,1857,1852,C01
57,1,0,10,2294,1742,B27
61,0,0,10,1898,1017,B02
79,0,0,10,1730,1500,A00
51,1,0,15,1467,1530,A48
60,1,1,15,1543,1518,A00
70,0,1,10,1669,1502,D06
53,1,1,10,1503,2041,C01
53,0,0,10,1487,1685,B10
75,2,0,10,1472,1593,C40
136,2,1,10,1401,1618,A00
74,1,1,10,1632,1533,C46
50,1,1,10,1654,1368,C44
95,1,0,10,1647,1531,C46
154,1,1,10,1494,1640,A07
108,1,1,10,1539,1632,C41
109,0,0,10,1606,1594,C46
55,1,0,10,1594,1608,D30
115,0,0,10,1621,1605,D00
100,0,1,10,1589,1928,B50
39,1,0,10,1581,1493,B02
36,1,1,10,1523,1571,B10
10,1,1,10,1248,1568,D01
59,0,0,10,1564,1318,B01
92,1,1,10,1582,1590,C41
210,0,1,10,1600,1571,C41
83,0,0,10,1555,1711,B25
120,0,1,10,1584,1543,C41
147,0,0,10,1536,1500,B00
45,0,0,30,1594,1545,B17
71,1,0,10,1575,1566,B50
116,0,1,20,1562,1554,C41
40,1,1,20,1567,1520,D35
72,0,1,10,1538,1556,A00
39,1,0,15,2148,2274,A48
82,2,1,10,2250,2091,D30
7,0,0,19,1689,1135,B00
7,0,0,19,1686,1139,B00
7,0,0,9,1693,1144,B00
7,0,0,9,1690,1149,B00
7,0,0,19,1737,1154,B00
29,1,0,10,1707,1858,C46
72,1,1,20,1749,1404,C22
18,1,1,20,1749,1404,C21
43,1,0,10,1643,1355,B20
21,1,0,10,1368,1512,C55
60,1,1,20,1836,1814,A30
57,0,0,15,1751,1805,B20
55,0,0,10,1837,1823,B32
24,1,1,10,1839,1632,A80
86,0,1,10,1853,1778,A40
107,2,0,10,1874,1863,D02
37,1,1,10,1873,1905,A40
36,1,1,10,1575,1869,B30
78,1,1,10,1818,1860,D00
140,0,1,10,1922,1847,D12
117,2,0,10,1839,1743,A45
84,2,1,10,1857,1565,A40
63,1,1,10,1868,1874,D00
96,1,1,10,1879,1844,A41
106,2,1,10,1912,1867,D10
71,1,0,10,1609,1880,B30
60,1,1,10,1893,1830,A40
63,1,0,10,1962,1901,B50
47,1,0,10,1907,1906,A45
40,1,1,10,1916,1907,A45
53,1,0,10,1904,1938,A40
41,1,0,10,1964,1913,B20
131,0,0,10,1904,1862,D00
104,2,1,10,1847,1895,B54
48,1,1,10,1908,1832,D00
113,1,0,10,1900,1794,A40
43,1,0,10,2018,1908,D00
40,1,1,10,1786,1900,B21
54,0,1,10,1847,1891,B32
31,1,0,10,1881,1857,A40
40,0,1,10,1831,1872,D12
61,1,0,10,1862,1825,A40
34,1,1,10,1874,1837,D00
83,1,1,10,1629,1476,D02
103,0,0,15,1627,1148,C69
105,1,0,10,1617,1575,D06
52,1,1,10,1509,1609,D02
51,1,1,10,1461,1567,C41
78,1,1,15,1477,1297,A41
70,1,1,15,1303,1471,B21
33,1,0,15,1464,1310,B32
40,1,0,8,1385,1470,B20
118,1,0,10,1453,1482,A06
75,1,0,10,1467,1594,B12
83,1,0,10,1613,1474,B21
66,1,1,10,1380,1457,B44
68,1,1,60,1468,1489,C43
43,0,0,60,1462,1320,C61
46,1,1,15,1305,1455,A45
43,1,0,10,1343,1470,A45
49,1,0,10,1461,1398,C40
33,1,0,8,1500,1547,B07
110,0,1,8,1567,1456,C44
48,2,1,11,1261,1697,B01
16,1,1,11,1269,1625,B01
90,0,1,10,1287,1611,B27
48,1,1,8,1312,1448,C55
13,0,0,8,1173,1336,B06
20,1,0,9,1391,1202,B20
33,1,1,9,1244,1384,C40
9,1,0,9,1443,1291,A00
80,0,1,15,1388,1390,C57
111,0,0,60,1803,1500,B20
29,1,0,20,1491,1377,C55
14,1,1,10,1669,1717,C50
72,2,1,8,1640,1521,A06
60,1,1,10,1723,1642,B00
26,1,1,15,2163,2012,A80
25,1,0,15,2094,2163,C65
85,1,0,15,2153,2148,A85
54,1,1,15,2082,2144,C53
81,1,0,15,2136,2039,E61
48,1,1,15,2136,2353,D34
124,2,1,15,2133,2124,C67
23,1,0,15,2401,2128,C11
78,1,1,15,2144,2001,D30
122,2,1,15,2145,2588,E64
48,0,1,10,1658,1835,C00
39,1,0,10,1822,1851,D12
58,1,1,30,1848,1773,E61
44,1,1,10,1862,1823,D20
96,1,1,8,1850,1923,A40
55,1,0,8,1858,1674,E61
44,1,1,15,1868,2220,D30
40,1,1,20,1859,1798,D10
92,1,1,15,1877,1813,C01
50,0,1,15,1823,1868,E14
63,1,0,14,1938,1831,D15
153,0,0,15,1817,1911,A40
61,1,1,10,1878,1801,C02
59,0,0,8,1850,1812,C00
76,1,0,10,1908,1821,C00
17,1,1,30,1147,1158,D20
25,2,0,10,1845,1189,B06
40,1,1,30,1271,1703,C21
55,0,0,30,1697,1378,C46
176,0,1,30,1440,1693,C21
27,0,0,15,1836,1500,C40
56,0,1,15,1303,1307,A40
144,2,1,20,1327,1388,D00
71,0,0,15,1494,1348,C30
95,0,0,25,1374,1347,C41
14,1,1,15,1422,1336,C23
21,1,0,15,1325,1353,D04
64,0,1,20,1334,1384,D04
46,1,1,8,1478,1319,C41
44,1,1,15,1443,1337,C41
17,0,0,8,1445,1338,C41
79,0,0,8,1426,1347,D00
50,1,1,8,1355,1418,D05
108,1,1,8,1365,1409,A40
61,0,0,15,1347,1374,C41
80,1,0,10,1346,1397,B01
64,1,1,8,1372,1398,C41
40,1,1,8,1382,1388,C41
94,1,1,15,1381,1377,C41
43,1,1,8,1381,1646,D05
26,1,1,25,1584,1371,C20
57,1,0,15,1788,1652,B21
82,2,1,10,1673,1603,B02
22,0,1,10,1658,1663,D12
90,2,1,10,1673,1729,A38
51,1,0,10,1666,1553,A15
49,1,0,10,1647,1678,B50
61,2,0,10,1799,1684,B50
61,2,0,10,1500,1694,B50
54,1,1,10,1703,1735,A20
56,1,0,15,1776,1724,B90
41,1,0,15,1722,1773,A20
79,2,0,12,1778,1722,B22
61,1,0,30,1734,1714,A15
49,1,0,10,1844,1771,B90
86,2,1,20,1769,1838,A20
47,0,0,20,1746,1745,A20
27,1,0,15,1254,1068,B07
26,0,1,15,1103,1240,A06
41,1,0,10,2264,1838,A10
29,0,0,10,2259,1775,A00
52,0,1,10,1974,2243,B20
43,0,0,10,2230,1929,C45
126,1,1,10,1821,2221,B06
16,0,1,10,1821,2211,A02
65,1,0,10,2204,1740,A00
25,1,0,10,2185,1916,C45
62,0,1,10,1807,2172,B00
64,0,1,10,1547,1317,D02
72,0,1,10,1322,1557,B50
117,0,0,10,1527,1329,A00
80,0,1,10,1341,1398,B01
62,0,1,10,1286,1328,C20
102,0,1,10,1331,1695,C41
1,1,0,10,1778,1349,B00
46,0,1,10,1353,1661,B10
85,0,0,10,1645,1353,C44
54,0,1,10,1356,1752,C46
57,0,0,10,1804,1358,D00
44,0,1,10,1359,2109,B10
113,0,0,10,1361,1373,C20
66,0,1,10,1381,1731,C00
102,1,1,10,1116,1376,A00
2,2,1,10,1381,1651,B20
64,0,1,10,1389,1561,B10
37,1,0,10,1747,1392,C44
64,0,1,10,1422,1173,B06
65,1,0,10,1884,1815,B00
42,1,0,10,1675,1322,B02
7,0,0,9,1476,1500,C20
41,1,0,10,1014,1287,B01
16,1,1,25,1071,1312,B00
27,1,0,8,2066,1145,A02
85,1,0,10,1505,1617,C41
38,1,1,10,1511,1680,A52
43,1,0,10,1549,1536,A20
82,1,0,10,1464,1496,C02
76,0,1,15,1358,1532,E00
22,1,0,15,1522,1364,C42
43,1,0,8,1478,1513,A45
56,0,1,10,1392,1501,C20
106,2,1,10,1525,1370,B01
49,0,0,10,1346,1552,C40
34,1,1,10,1405,1420,D00
111,1,0,15,1466,1503,A21
156,2,1,15,1435,1456,A45
76,1,1,8,1889,1999,C01
21,0,0,8,1903,1898,B00
48,0,1,12,1016,1429,A00
51,1,0,10,2162,1278,B34
30,0,1,10,1281,1684,C40
29,1,0,10,1663,1284,D31
44,0,1,10,1285,1869,C10
60,1,1,10,1286,1972,B32
99,1,0,10,1253,1917,A00
77,0,0,10,1869,1254,B21
45,1,1,10,1257,1658,C40
35,1,0,10,1789,1258,C02
124,2,1,10,1543,1210,B36
16,1,1,10,1212,1743,C50
63,1,0,10,1193,1360,C42
57,1,0,15,1588,1706,A21
119,0,0,15,1714,1479,B07
70,1,1,15,1483,1708,A04
63,0,0,10,1746,1403,C00
79,2,0,15,1550,1763,D10
3,1,0,10,1775,1379,A40
116,0,1,10,1381,1772,A00
113,0,0,10,1769,1383,A40
64,0,1,10,1456,1765,B01
52,0,1,8,1785,1489,E61
70,0,1,8,1387,1783,D00
43,0,0,8,1778,1484,A40
53,0,0,12,1433,1272,A40
41,0,0,10,1500,1260,A04
77,2,0,10,1257,1414,D20
73,0,0,10,1398,1265,B20
75,0,0,10,1253,1196,D20
43,0,0,10,1413,1263,B21
49,0,0,10,1771,1265,B30
71,0,0,10,1343,1276,B70
56,1,1,10,1266,1556,D00
17,1,0,10,1552,1270,B50
81,0,0,10,1710,1274,C21
96,0,1,15,1279,1528,D20
17,0,0,10,1254,1560,D20
78,0,1,10,1263,1664,D00
69,0,0,10,1662,1265,C42
7,0,0,10,1659,1268,C23
48,0,1,10,1274,1503,C02
108,0,1,10,1698,1247,C20
44,0,1,15,1223,1286,C50
20,1,1,10,1289,1686,C00
46,1,0,10,1933,1499,C42
53,1,0,10,2137,1939,C26
22,1,1,10,1963,1380,B00
73,1,0,10,2242,1967,C77
23,1,0,20,1721,1500,A01
89,0,0,10,1746,1744,C46
143,0,0,10,1734,1738,B06
120,0,1,10,1741,1871,C11
42,1,1,10,1686,1731,C64
128,1,1,10,1553,1717,C64
71,1,0,10,1708,1652,C01
64,2,1,10,1648,1698,C20
119,0,0,10,1545,1714,C53
127,0,0,10,1702,1421,B01
24,1,1,10,1679,1692,C50
119,0,0,20,1795,1700,C45
101,1,0,20,1686,1782,B00
55,1,0,10,1676,1661,C50
97,0,0,10,1581,1690,C54
123,2,0,10,1679,1694,C50
47,1,0,10,1669,1636,B44
164,0,1,10,1484,1663,C20
17,1,0,10,1697,1673,A00
137,0,0,10,1660,1685,C20
42,1,1,10,1696,1695,C00
77,1,0,10,1690,1533,B32
66,1,0,10,1690,1701,E33
79,1,1,10,1734,1688,A46
66,0,1,10,1688,1745,E20
43,0,0,10,1684,1700,C64
58,1,1,20,1555,1673,C01
65,0,0,20,1670,1352,C55
75,0,0,20,1690,1679,C01
80,1,1,20,1597,1670,C54
61,1,0,20,1728,1441,A10
62,0,1,20,1448,1705,B12
154,1,0,20,1676,1457,A04
120,0,1,20,1468,1633,B10
188,0,1,10,1478,1668,B11
28,0,1,10,1710,1431,A00
26,0,1,10,1424,1708,A00
40,1,1,10,1734,1384,B50
65,1,1,10,1390,1730,A00
44,0,1,10,1377,1738,A46
63,2,0,8,1734,1383,B01
89,1,0,10,1690,1371,A10
51,1,1,30,1380,1654,D00
62,0,1,10,1110,1292,A00
58,1,1,10,1220,1281,B20
49,1,0,8,1857,1632,C30
36,0,1,8,1640,1849,B00
41,1,0,10,1850,1904,C62
35,1,0,10,1894,1865,C00
76,1,1,10,1696,1854,C00
7,1,0,10,1842,1703,B01
119,0,0,10,1826,1772,C62
95,0,0,10,1812,1691,C41
77,0,0,15,1803,1574,C60
143,0,0,15,1806,1823,C01
49,2,0,10,1783,1847,A05
45,1,1,20,1298,1347,B15
69,1,0,30,1379,967,C00
55,1,0,25,945,964,B00
53,1,0,8,1174,955,A40
32,0,1,10,960,1005,C21
23,1,0,10,1475,1177,C45
69,0,0,10,1308,1190,C45
26,1,1,10,1193,1594,B50
89,0,0,10,1566,1196,C51
35,1,0,10,1582,1199,C62
75,0,0,10,1956,1574,B30
51,0,0,120,1896,1910,C00
64,1,1,15,1883,1877,D35
168,0,1,60,1885,2107,C64
37,1,0,13,1713,1848,D02
16,1,0,14,1689,1690,C41
48,1,1,14,1701,1662,C00
23,0,0,14,1629,1713,C41
36,1,1,14,1727,1590,C21
42,1,1,180,1183,1552,C45
151,0,0,60,1788,1473,A40
39,1,1,60,1487,1729,C50
68,0,1,180,1603,1429,B02
85,0,0,60,1403,1486,B02
82,0,1,15,1776,1383,B10
112,0,1,25,1678,1395,B10
43,1,0,10,1281,1047,A40
14,0,1,10,1072,1276,A00
56,1,1,10,1560,1601,C41
24,1,1,10,1570,1587,C44
53,0,0,10,1581,1581,B21
36,1,1,10,1590,1614,C50
47,0,0,10,1595,1539,C46
38,0,1,10,1494,1587,D10
66,0,1,10,1504,1578,B20
69,1,1,10,1589,1573,C44
89,0,0,10,1579,1565,B01
78,0,1,10,1557,1569,A00
46,1,1,10,1576,1683,B01
42,0,1,10,1588,1554,C55
58,1,1,10,1564,1578,B20
56,1,1,10,1588,1595,C44
63,1,0,10,1578,1576,C53
75,2,0,10,1561,1589,A42
27,1,0,10,1515,1602,D00
21,1,0,10,1604,1613,B30
71,0,0,10,1603,1609,C51
73,0,0,10,1614,1613,B21
84,2,1,10,1630,1420,B07
62,1,1,10,1564,1621,B50
41,1,0,10,1617,1343,C41
25,0,0,10,1611,1443,C45
86,2,1,10,1621,1650,B56
100,1,1,10,1602,1611,B54
56,0,1,10,1528,1603,B30
23,0,0,10,1559,1615,B20
36,1,1,10,1626,1612,A04
92,2,1,10,1637,1630,C42
51,1,0,10,1738,1645,D00
61,1,0,10,1640,1436,B00
65,1,0,10,1755,1647,B54
33,1,1,10,1365,1653,D00
71,1,0,10,1645,1664,B23
49,2,0,10,1653,1684,C44
50,1,1,10,1641,1638,C45
24,1,0,10,1621,1738,B90
57,1,0,10,1620,1632,A00
23,1,0,10,1623,1566,C41
66,1,1,10,1634,1619,C44
93,1,0,10,1640,1644,D02
83,2,0,10,1581,1657,D00
39,2,0,10,1679,1565,C34
49,1,1,10,1375,1671,E61
60,1,1,8,1539,1654,B30
82,0,1,10,1489,1504,C00
99,0,0,10,1480,1432,C41
56,0,1,10,1489,1540,C02
30,1,1,10,1593,1474,D06
72,0,1,10,1485,1470,B30
49,1,0,10,1470,1625,B12
50,1,1,10,1478,1560,C42
54,1,1,10,1491,1425,B00
30,1,1,10,1341,1484,C65
87,1,0,10,1547,1493,A45
47,1,0,10,1482,1508,C50
61,2,0,10,1472,1450,B40
57,0,0,10,1438,1484,C48
40,1,1,10,1497,1426,C41
23,1,0,10,1527,1507,A04
16,0,1,10,1518,1516,C57
58,1,1,10,1529,1518,C42
56,1,1,10,1499,1519,C65
23,0,0,10,1508,1509,C41
27,0,0,10,1516,1173,A30
13,1,0,10,1550,1194,B00
105,1,0,10,1481,1235,B07
10,0,1,10,1303,1475,A02
32,1,1,180,1640,1456,C23
159,0,0,15,1301,1204,B01
14,1,1,10,1228,1812,A00
60,0,1,15,1558,1764,C20
60,0,1,60,1423,1584,D02
33,1,0,15,1627,1649,C21
29,1,1,10,1649,1608,D11
129,1,1,30,1560,1596,C21
66,0,1,15,1535,1579,C21
68,1,1,10,1538,1553,C45
49,1,0,10,1528,1517,C44
58,1,1,15,1473,1518,C20
24,1,1,10,1471,1509,C50
74,2,1,10,1518,1603,C41
99,0,0,10,1746,1523,C68
86,1,1,10,1532,1597,C45
89,0,0,10,1359,1532,C20
39,1,0,30,1461,1434,C00
80,0,1,45,1500,1519,B00
67,1,0,10,1333,1302,C50
84,1,0,10,1335,1318,C44
34,1,1,10,1336,1324,C44
67,1,0,15,1326,1141,C44
39,1,1,10,1297,2027,B01
31,0,0,15,1291,1295,C43
43,0,0,15,1324,1284,C61
13,0,0,15,1252,1360,C50
62,1,0,15,1333,1272,C46
55,0,0,15,1235,1376,C57
112,1,1,15,1026,1224,C27
54,0,1,15,1005,1072,C20
93,0,0,15,1011,1015,C40
56,0,1,15,1026,916,C20
52,1,1,15,992,1017,A40
109,0,0,10,1483,1222,D00
55,0,0,10,1573,1566,A40
37,1,0,10,1561,1567,C02
46,1,1,10,1533,1550,C51
35,1,0,10,1538,1545,C30
34,0,1,10,1385,1531,B20
41,0,0,10,1508,2203,D14
51,2,0,10,1498,1780,C53
23,1,0,10,1984,1505,C28
49,1,1,10,1356,1498,C20
56,1,1,10,1499,1995,B32
69,2,0,10,1506,1605,C41
57,0,0,10,1510,1412,C63
30,1,1,10,1479,1399,C34
36,0,1,10,1409,1439,D02
18,1,1,10,1426,1159,D21
128,1,0,10,1428,1437,B30
54,1,1,10,1449,1416,D06
58,1,1,10,1497,1437,B30
31,1,1,10,1488,1438,A06
83,0,0,10,1394,1521,B30
114,0,1,8,1934,1949,C69
107,2,0,8,1949,2077,B00
38,1,0,10,1949,1863,C14
56,0,1,10,1077,1631,D00
9,0,0,10,1286,1067,A40
40,0,1,10,1068,1822,A45
97,0,0,10,1428,1073,A00
98,2,1,10,1291,1037,A40
43,0,0,10,1612,1039,B00
162,0,1,10,1006,1228,D05
23,1,0,30,1553,1008,C41
27,1,1,30,1047,1492,B00
50,1,1,10,1335,1329,A45
83,0,0,10,1321,1826,D01
57,1,0,13,1182,1459,D07
32,1,1,15,1286,1318,D04
75,0,0,13,1314,1196,A40
94,2,1,10,996,1191,C00
45,0,0,10,1185,1002,C20
70,0,1,10,1009,1179,C00
56,0,1,9,1187,1265,B00
95,2,0,9,1107,1201,C00
60,2,1,9,1307,1187,C01
50,0,1,9,1194,1299,A00
79,2,0,12,1287,1203,C00
82,0,1,17,1047,1202,C00
130,0,1,15,1217,1041,D04
66,0,1,15,1253,1205,C11
82,0,1,10,1212,1359,A00
24,1,1,10,1194,1201,C00
69,1,0,10,1356,1208,C00
62,1,1,9,1214,1359,D00
57,1,0,9,1352,1222,B00
15,1,0,9,1206,1368,D00
65,2,0,9,1306,1214,C00
42,1,1,9,1223,1297,A40
35,2,0,9,1212,1175,A46
30,1,1,9,1218,1393,A00
56,1,0,9,1386,1224,A40
49,1,0,9,1315,1239,C00
35,0,0,9,1264,1249,C00
60,0,1,9,1257,1343,D00
96,0,1,9,1264,1242,A00
33,1,0,9,1352,1272,A40
22,1,1,9,1281,1342,D00
82,2,1,9,1331,1267,C01
18,1,1,9,1380,1251,C00
14,1,1,9,1023,1246,C00
123,2,0,9,1240,1047,D00
81,1,0,9,1233,1251,B07
80,0,1,9,1446,1237,C00
56,0,1,9,1243,1357,A80
42,1,1,9,1305,1229,C00
69,2,0,9,1215,1316,A40
69,0,0,9,1281,1224,C00
63,2,0,9,1209,1337,A00
57,0,0,9,1297,1217,C00
65,0,0,9,1202,1375,D01
39,0,0,9,1330,1208,C01
62,1,1,9,1217,1282,A45
95,1,0,10,2002,2056,D02
51,0,0,10,1997,1778,D02
86,1,0,10,1988,1931,D02
33,0,0,10,1916,2001,C23
29,0,0,8,2035,1492,D02
80,1,1,8,2046,2057,A40
53,1,0,8,2046,2057,D01
69,1,1,8,1994,2048,D20
136,2,1,10,2046,2011,A40
33,1,0,15,2050,1950,A46
168,2,1,15,2003,2040,C60
44,1,0,8,2328,2031,C50
40,1,1,8,2035,2324,A48
89,1,1,10,2036,2054,D02
15,1,0,10,2044,2047,C53
168,2,1,10,2143,2032,B01
141,1,0,10,2038,1934,A46
129,1,1,15,2070,1968,D02
130,1,1,15,2081,2082,A40
32,1,1,10,1407,1430,C20
117,0,0,10,1418,1419,C50
56,0,1,15,949,1416,C44
69,1,0,10,1360,1440,C44
61,0,0,30,1441,1316,C00
45,0,0,15,1424,1373,C41
49,2,0,15,1415,1319,B02
39,1,0,10,1739,1395,C57
17,1,0,10,2043,1396,D06
61,0,0,10,1377,1255,C42
55,0,0,10,1887,1785,C00
79,0,0,10,1848,1814,A41
53,0,0,10,1806,1673,C00
42,1,0,20,1927,1840,A00
147,0,0,11,1810,1933,C41
38,1,1,10,2278,1800,A40
150,0,1,15,1823,2012,C41
72,0,1,15,1846,1839,B01
62,0,1,13,1500,1621,C62
46,0,1,10,1645,1748,B23
51,2,0,10,1542,1659,A25
32,1,1,10,1746,1645,D20
62,0,1,10,1655,1673,C00
120,2,1,16,1667,1659,C40
49,0,0,15,1654,1693,B30
77,2,0,10,1748,1671,C48
11,1,0,17,1681,1738,B23
91,1,0,15,1731,1691,C24
62,0,1,15,1707,1678,C44
25,0,0,15,1663,1790,B25
55,1,0,8,1712,1499,B01
43,1,0,15,1704,1731,C79
50,1,1,10,1801,1717,C55
69,2,0,15,1803,1723,D00
90,0,1,10,1732,1785,B02
173,0,0,15,1719,1758,C62
43,1,0,15,1748,1730,C36
66,0,1,15,1741,1743,B23
103,0,0,15,1264,1763,D20
90,1,1,15,1742,1750,C66
107,0,0,15,1747,1424,C40
34,1,0,15,1735,1763,B07
108,2,1,14,1757,1709,D00
100,0,1,14,1720,1748,B01
66,2,1,10,1717,1709,B40
45,1,0,10,2247,1718,C55
74,1,1,10,1303,1613,C46
61,0,0,10,1479,1407,A45
144,2,1,10,1604,1869,B20
45,1,1,10,1290,1760,B21
23,1,0,10,1316,1301,C48
24,1,1,10,1303,1705,C45
48,1,1,10,1386,1288,C50
23,1,0,10,1730,1290,C70
9,1,0,15,2181,2327,C10
69,1,0,12,2315,2128,A00
131,0,0,10,2273,2138,A00
80,0,1,10,1301,2266,B01
151,2,0,10,2312,2277,D02
47,1,0,15,2258,2123,A00
104,2,1,8,1519,1444,B00
55,1,0,8,1508,1511,C00
69,1,0,12,1568,1517,B21
161,0,0,15,1513,1601,C64
35,1,0,15,1613,1535,D15
51,1,1,15,1548,1503,C40
60,1,1,30,1530,1502,D02
82,2,1,8,1535,1484,C44
51,1,0,15,1612,1556,B00
60,1,1,10,1568,1534,C45
88,0,1,10,1544,1558,B11
83,0,0,10,1547,1555,C44
83,1,1,11,1554,1456,B00
98,1,1,8,1599,1545,B00
50,1,1,15,1577,1483,C21
68,1,1,15,1562,1480,C44
69,0,0,15,1471,1576,B20
52,1,1,15,1811,1854,A00
73,1,0,15,1847,1707,C41
77,1,0,10,1956,1715,D00
53,1,0,10,1707,1596,A40
59,0,0,10,1730,1718,B54
142,0,1,10,1726,1582,A40
109,1,0,10,1713,1738,B23
58,1,1,10,1431,1735,B50
68,1,1,10,1739,1986,E61
44,1,0,10,1853,1748,A13
77,0,0,10,1977,1763,D20
86,1,1,10,1767,2050,A52
56,0,1,10,1712,1757,B54
61,1,0,10,1741,1874,A40
81,0,0,10,1978,1746,D20
60,0,1,10,1741,1901,E20
61,1,0,10,1729,1726,A50
56,1,1,10,1738,1717,B50
55,1,0,10,1712,1463,D06
37,1,1,8,1115,1219,A00
42,2,1,20,1500,1769,C20
73,0,0,20,1764,1544,C46
32,0,1,20,1224,1763,C23
21,0,0,20,1756,1569,C40
57,0,0,20,1753,1441,C00
59,0,0,20,1745,1598,C46
11,1,0,20,1727,1711,B00
145,0,0,20,1599,1744,C20
17,0,0,20,1742,1321,C55
30,1,1,20,1529,1736,A40
90,0,1,20,1577,1730,D02
59,0,0,20,1728,1290,B07
54,1,1,15,1742,1576,C40
30,1,1,10,1484,1738,C21
54,1,1,10,1449,1729,C44
15,1,0,10,1725,1480,B01
20,1,1,10,1485,1720,C20
51,1,0,10,1714,1489,B01
115,1,0,10,1579,1731,C50
80,1,1,10,1749,1559,B00
81,2,0,10,1583,1767,C44
41,1,0,10,1764,1404,C46
42,0,1,10,1484,1760,C50
55,1,1,10,1779,1496,B01
17,1,0,10,1278,1801,C55
44,1,0,10,1449,1337,D02
15,0,0,8,1500,1346,C55
26,1,1,10,1251,1354,D00
44,0,1,10,1341,1409,B20
90,2,1,8,1313,1330,A40
125,1,1,15,1385,1277,C00
63,0,0,15,1393,1427,C01
48,0,1,9,1144,1384,C55
63,1,0,10,1565,1397,C30
35,0,0,10,1985,1405,C24
60,1,1,8,1399,1638,B00
166,0,1,10,2267,1500,C12
62,1,1,10,1671,2266,C55
67,1,0,10,2261,1940,B95
56,1,1,8,1787,2258,C28
56,1,1,10,1563,2258,C46
67,1,0,10,2255,1806,D02
34,1,1,10,2207,2239,C33
42,1,1,10,1778,2236,C20
36,2,1,10,2254,2117,A40
86,0,1,10,1857,2247,B21
89,0,0,10,2241,1923,A04
16,0,1,10,1575,2240,C01
57,1,0,10,2227,2107,D74
28,1,1,10,1940,2220,D00
85,1,0,10,2213,1900,B01
89,2,0,10,2211,1731,B30
57,0,0,10,2208,1748,D02
74,2,1,10,1651,2206,A00
37,1,0,10,2203,1718,A35
48,0,1,10,1418,2203,D04
101,2,0,10,1684,2239,C00
54,1,1,10,1228,1305,B20
44,0,1,10,1235,1444,C20
26,1,1,10,1324,1215,D00
33,0,0,10,1490,1220,C21
74,1,1,10,1350,1198,A06
40,1,1,10,1204,1447,B20
29,1,0,10,1682,1206,B01
73,1,1,10,1211,1541,B20
85,1,1,10,1215,1546,B20
61,0,0,10,1442,1221,A07
38,0,1,10,1223,1681,B20
75,1,0,10,1589,1227,B00
37,0,0,15,1211,1264,B21
69,0,0,10,1069,1295,A40
13,1,0,8,1900,1695,C23
30,1,1,8,1745,1683,A43
48,1,0,8,1740,1812,A00
85,0,0,8,1735,1749,C00
82,2,1,20,2139,1557,C50
